path,line,kind,context
billing_reconciliation_report.py,61,debt_or_payment_reference,"def load_charges(cur, charges_table, period_code):"
billing_reconciliation_report.py,62,debt_or_payment_reference,if not charges_table:
billing_reconciliation_report.py,65,debt_or_payment_reference,"columns = table_columns(cur, charges_table)"
billing_reconciliation_report.py,78,debt_or_payment_reference,FROM {charges_table} c
billing_reconciliation_report.py,155,debt_or_payment_reference,"charges_table = pick_table(cur, ""charges"", ""service_charges"")"
billing_reconciliation_report.py,157,debt_or_payment_reference,"allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
billing_reconciliation_report.py,159,debt_or_payment_reference,"charges = load_charges(cur, charges_table, period_code)"
billing_reconciliation_report.py,163,debt_or_payment_reference,allocated_by_charge = {}
billing_reconciliation_report.py,164,debt_or_payment_reference,allocated_by_payment = {}
billing_reconciliation_report.py,170,debt_or_payment_reference,"allocated_by_charge[charge_id] = allocated_by_charge.get(charge_id, 0) + amount"
billing_reconciliation_report.py,171,debt_or_payment_reference,"allocated_by_payment[payment_id] = allocated_by_payment.get(payment_id, 0) + amount"
billing_reconciliation_report.py,174,debt_or_payment_reference,partially_paid = []
billing_reconciliation_report.py,175,debt_or_payment_reference,unpaid_charges = []
billing_reconciliation_report.py,176,debt_or_payment_reference,overallocated_charges = []
billing_reconciliation_report.py,183,debt_or_payment_reference,for c in charges:
billing_reconciliation_report.py,185,debt_or_payment_reference,"allocated = float(allocated_by_charge.get(c[""charge_id""], 0))"
billing_reconciliation_report.py,186,debt_or_payment_reference,balance = amount - allocated
billing_reconciliation_report.py,188,debt_or_payment_reference,"item[""allocated""] = allocated"
billing_reconciliation_report.py,189,debt_or_payment_reference,"item[""balance""] = balance"
billing_reconciliation_report.py,191,debt_or_payment_reference,if abs(balance) <= 0.01 and allocated > 0:
billing_reconciliation_report.py,193,debt_or_payment_reference,elif allocated > amount + 0.01:
billing_reconciliation_report.py,194,debt_or_payment_reference,overallocated_charges.append(item)
billing_reconciliation_report.py,195,debt_or_payment_reference,elif allocated > 0.01:
billing_reconciliation_report.py,196,debt_or_payment_reference,partially_paid.append(item)
billing_reconciliation_report.py,198,debt_or_payment_reference,unpaid_charges.append(item)
billing_reconciliation_report.py,202,debt_or_payment_reference,"allocated = float(allocated_by_payment.get(p[""payment_id""], 0))"
billing_reconciliation_report.py,203,debt_or_payment_reference,unallocated = amount - allocated
billing_reconciliation_report.py,205,debt_or_payment_reference,if abs(unallocated) <= 0.01:
billing_reconciliation_report.py,209,debt_or_payment_reference,"item[""allocated""] = allocated"
billing_reconciliation_report.py,210,debt_or_payment_reference,"item[""unallocated""] = unallocated"
billing_reconciliation_report.py,225,debt_or_payment_reference,"""charges_table"": charges_table,"
billing_reconciliation_report.py,228,debt_or_payment_reference,"""charges"": charges,"
billing_reconciliation_report.py,232,debt_or_payment_reference,"""partially_paid"": partially_paid,"
billing_reconciliation_report.py,233,debt_or_payment_reference,"""unpaid_charges"": unpaid_charges,"
billing_reconciliation_report.py,234,debt_or_payment_reference,"""overallocated_charges"": overallocated_charges,"
billing_reconciliation_report.py,247,debt_or_payment_reference,"f""allocated={money(c.get('allocated'))} | balance={money(c.get('balance'))}"""
billing_reconciliation_report.py,256,debt_or_payment_reference,"f""amount={money(p.get('amount'))} | allocated={money(p.get('allocated'))} | """
billing_reconciliation_report.py,257,debt_or_payment_reference,"f""unallocated={money(p.get('unallocated'))} | source={p.get('source') or '-'} | """
billing_reconciliation_report.py,287,debt_or_payment_reference,"total_charges = sum(float(c[""amount""] or 0) for c in data[""charges""])"
billing_reconciliation_report.py,291,debt_or_payment_reference,total_unallocated = sum(
billing_reconciliation_report.py,292,debt_or_payment_reference,"float(p.get(""unallocated"") or 0)"
billing_reconciliation_report.py,309,debt_or_payment_reference,"lines.append(f""Charges    : {data['charges_table']}"")"
billing_reconciliation_report.py,317,debt_or_payment_reference,"lines.append(f""Charges count              : {len(data['charges'])}"")"
billing_reconciliation_report.py,320,debt_or_payment_reference,"lines.append(f""Charges total              : {money(total_charges)}"")"
billing_reconciliation_report.py,322,debt_or_payment_reference,"lines.append(f""Allocated total            : {money(total_allocations)}"")"
billing_reconciliation_report.py,323,debt_or_payment_reference,"lines.append(f""Unallocated total          : {money(total_unallocated)}"")"
billing_reconciliation_report.py,325,debt_or_payment_reference,"lines.append(f""Fully matched charges      : {len(data['fully_matched'])}"")"
billing_reconciliation_report.py,326,debt_or_payment_reference,"lines.append(f""Partially paid charges     : {len(data['partially_paid'])}"")"
billing_reconciliation_report.py,327,debt_or_payment_reference,"lines.append(f""Unpaid charges             : {len(data['unpaid_charges'])}"")"
billing_reconciliation_report.py,328,debt_or_payment_reference,"lines.append(f""Overallocated charges      : {len(data['overallocated_charges'])}"")"
billing_reconciliation_report.py,335,debt_or_payment_reference,"write_section(lines, ""1. FULLY_MATCHED_CHARGES — начисление полностью закрыто оплатой"", data[""fully_matched""], format_charge_line)"
billing_reconciliation_report.py,336,debt_or_payment_reference,"write_section(lines, ""2. PARTIALLY_PAID_CHARGES — частично оплачено"", data[""partially_paid""], format_charge_line)"
billing_reconciliation_report.py,337,debt_or_payment_reference,"write_section(lines, ""3. UNPAID_CHARGES — начисления без оплаты"", data[""unpaid_charges""], format_charge_line)"
billing_reconciliation_report.py,338,debt_or_payment_reference,"write_section(lines, ""4. OVERALLOCATED_CHARGES — к начислению привязано больше, чем начислено"", data[""overallocated_charges""], format_charge_line)"
billing_reconciliation_report.py,350,debt_or_payment_reference,"lines.append(""PARTIALLY_PAID_CHARGES: это реальные частичные оплаты или старые тарифы."")"
billing_reconciliation_report.py,351,debt_or_payment_reference,"lines.append(""OVERALLOCATED_CHARGES: проверить переплату или ошибочное распределение."")"
billing_reconciliation_report.py,383,debt_or_payment_reference,"print(""Partially paid:"", len(data[""partially_paid""]))"
billing_reconciliation_report.py,384,debt_or_payment_reference,"print(""Unpaid charges:"", len(data[""unpaid_charges""]))"
billing_statement_excel.py,74,debt_or_payment_reference,"def load_charges(cur, period_code):"
billing_statement_excel.py,75,debt_or_payment_reference,"charges_table = pick_table(cur, ""charges"", ""service_charges"")"
billing_statement_excel.py,76,debt_or_payment_reference,if not charges_table:
billing_statement_excel.py,79,debt_or_payment_reference,"cols = table_columns(cur, charges_table)"
billing_statement_excel.py,95,debt_or_payment_reference,FROM {charges_table} c
billing_statement_excel.py,144,debt_or_payment_reference,"allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
billing_statement_excel.py,183,debt_or_payment_reference,"charges = load_charges(cur, period_code)"
billing_statement_excel.py,188,debt_or_payment_reference,allocated_by_charge = defaultdict(float)
billing_statement_excel.py,189,debt_or_payment_reference,allocated_by_payment = defaultdict(float)
billing_statement_excel.py,192,debt_or_payment_reference,"allocated_by_charge[a[""charge_id""]] += float(a[""amount""] or 0)"
billing_statement_excel.py,193,debt_or_payment_reference,"allocated_by_payment[a[""payment_id""]] += float(a[""amount""] or 0)"
billing_statement_excel.py,204,debt_or_payment_reference,"""allocated"": 0.0,"
billing_statement_excel.py,205,debt_or_payment_reference,"""unallocated"": 0.0,"
billing_statement_excel.py,206,debt_or_payment_reference,"""charges"": [],"
billing_statement_excel.py,211,debt_or_payment_reference,for ch in charges:
billing_statement_excel.py,213,debt_or_payment_reference,"allocated = allocated_by_charge[ch[""charge_id""]]"
billing_statement_excel.py,217,debt_or_payment_reference,"row[""allocated""] = allocated"
billing_statement_excel.py,218,debt_or_payment_reference,"row[""charge_balance""] = amount - allocated"
billing_statement_excel.py,222,debt_or_payment_reference,"item[""allocated""] += allocated"
billing_statement_excel.py,223,debt_or_payment_reference,"item[""charges""].append(row)"
billing_statement_excel.py,228,debt_or_payment_reference,"allocated = allocated_by_payment[p[""payment_id""]]"
billing_statement_excel.py,231,debt_or_payment_reference,"row[""allocated""] = allocated"
billing_statement_excel.py,232,debt_or_payment_reference,"row[""unallocated""] = amount - allocated"
billing_statement_excel.py,236,debt_or_payment_reference,"item[""unallocated""] += amount - allocated"
billing_statement_excel.py,240,debt_or_payment_reference,"item[""balance""] = item[""charged""] - item[""paid""]"
billing_statement_excel.py,243,debt_or_payment_reference,"""charges"": charges,"
billing_statement_excel.py,319,debt_or_payment_reference,"balance = money(item[""balance""])"
billing_statement_excel.py,320,debt_or_payment_reference,if balance > 0:
billing_statement_excel.py,322,debt_or_payment_reference,elif balance < 0:
billing_statement_excel.py,327,debt_or_payment_reference,charges_text = []
billing_statement_excel.py,328,debt_or_payment_reference,"for ch in item[""charges""]:"
billing_statement_excel.py,329,debt_or_payment_reference,charges_text.append(
billing_statement_excel.py,345,debt_or_payment_reference,"money(item[""allocated""]),"
billing_statement_excel.py,346,debt_or_payment_reference,"money(item[""unallocated""]),"
billing_statement_excel.py,347,debt_or_payment_reference,"balance,"
billing_statement_excel.py,349,debt_or_payment_reference,"""\n"".join(charges_text),"
billing_statement_excel.py,356,debt_or_payment_reference,# Debtors
billing_statement_excel.py,360,debt_or_payment_reference,debtors = [
billing_statement_excel.py,362,debt_or_payment_reference,"if item[""balance""] > 0.01"
billing_statement_excel.py,364,debt_or_payment_reference,"for item in sorted(debtors, key=lambda x: (-x[""balance""], apt_sort_key(x[""apt""]))):"
billing_statement_excel.py,367,debt_or_payment_reference,"money(item[""balance""]),"
billing_statement_excel.py,372,debt_or_payment_reference,"for ch in item[""charges""]"
billing_statement_excel.py,375,debt_or_payment_reference,"add_table(ws, ""Debtors"")"
billing_statement_excel.py,383,debt_or_payment_reference,"if item[""balance""] < -0.01 or item[""unallocated""] > 0.01"
billing_statement_excel.py,385,debt_or_payment_reference,"for item in sorted(over, key=lambda x: (x[""balance""], apt_sort_key(x[""apt""]))):"
billing_statement_excel.py,388,debt_or_payment_reference,"money(-item[""balance""]) if item[""balance""] < 0 else 0,"
billing_statement_excel.py,391,debt_or_payment_reference,"money(item[""unallocated""]),"
billing_statement_excel.py,396,debt_or_payment_reference,# Charges details
billing_statement_excel.py,400,debt_or_payment_reference,"""Услуга"", ""Начислено"", ""Распределено"", ""Остаток"""
billing_statement_excel.py,402,debt_or_payment_reference,"for ch in data[""charges""]:"
billing_statement_excel.py,404,debt_or_payment_reference,allocated = 0
billing_statement_excel.py,407,debt_or_payment_reference,"for ch2 in item[""charges""]:"
billing_statement_excel.py,409,debt_or_payment_reference,"allocated = ch2[""allocated""]"
billing_statement_excel.py,419,debt_or_payment_reference,"money(allocated),"
billing_statement_excel.py,420,debt_or_payment_reference,"money(amount - allocated),"
billing_statement_excel.py,422,debt_or_payment_reference,"add_table(ws, ""Charges"")"
billing_statement_excel.py,433,debt_or_payment_reference,allocated = 0
billing_statement_excel.py,434,debt_or_payment_reference,unallocated = 0
billing_statement_excel.py,438,debt_or_payment_reference,"allocated = p2[""allocated""]"
billing_statement_excel.py,439,debt_or_payment_reference,"unallocated = p2[""unallocated""]"
billing_statement_excel.py,449,debt_or_payment_reference,"money(allocated),"
billing_statement_excel.py,450,debt_or_payment_reference,"money(unallocated),"
billing_statement_excel.py,457,debt_or_payment_reference,# Unallocated payments
billing_statement_excel.py,460,debt_or_payment_reference,"""payment_id"", ""Дата"", ""Квартира"", ""Номер"", ""Оплачено"", ""Распределено"", ""Остаток"", ""Источник"", ""Комментарий"""
billing_statement_excel.py,464,debt_or_payment_reference,"if p[""unallocated""] > 0.01:"
billing_statement_excel.py,471,debt_or_payment_reference,"money(p[""allocated""]),"
billing_statement_excel.py,472,debt_or_payment_reference,"money(p[""unallocated""]),"
billing_statement_excel.py,476,debt_or_payment_reference,"add_table(ws, ""UnallocatedPayments"")"
billing_statement_excel.py,501,debt_or_payment_reference,"ws.append([""Charges total"", money(sum(float(ch[""amount""] or 0) for ch in data[""charges""]))])"
billing_statement_excel.py,511,debt_or_payment_reference,"description=""Excel billing statement: charges, payments, balances, work queues."""
billing_statement_excel.py,530,debt_or_payment_reference,"total_charges = sum(float(ch[""amount""] or 0) for ch in data[""charges""])"
billing_statement_excel.py,540,debt_or_payment_reference,"print(""Charges total:"", money(total_charges))"
Bots/handlers/cashier_operator.py,60,debt_or_payment_reference,"[""💸 Передача между кассами"", ""🏦 Остатки касс""],"
Bots/handlers/cashier_operator.py,233,debt_or_payment_reference,"elif ""AMOUNT"" in upper or ""BALANCE"" in upper or ""PRICE"" in upper:"
Bots/handlers/cashier_operator.py,331,debt_or_payment_reference,# Cashboxes / balances
Bots/handlers/cashier_operator.py,369,debt_or_payment_reference,"SELECT cashbox_code, cashbox_name, current_balance, is_active, comment"
Bots/handlers/cashier_operator.py,382,debt_or_payment_reference,"def calculated_cashbox_balance(cur: sqlite3.Cursor, code: str) -> float:"
